SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,loadtime,NominalType,AC1,AC2,dominancePercent,abstractType,categoryMistake,ConcTruth,ConcRT,RandDig,FullStudyLoadType,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
8_42,8,M2-bal,42,0,actors,Invalid Filler,Datisi*,2,All male leads are actors,Some actors are women,Some women are male leads,*,*,*,*,*,*,*,0.4,4720.6,*,control,NA,13182,Datisi,0,1,0,0
8_43,8,M2-bal,43,1,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,*,*,*,*,*,*,*,0.225,5186.55,*,control,NA,12415,Disamis,0,0,0,0
8_44,8,M2-bal,44,1,ring,Homonymy,Darii,2,All rings are sounds,Some accessories are rings,Some accessories are sounds,*,*,A,C,100,*,0.7142857143,0.275,3957.775,*,control,NA,7802,Darii,0,0,0,0
8_45,8,M2-bal,45,1,magazines,Polysemy,Disamis,2,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,*,book-type,C,A,68.9,info,0.2857142857,0.12820513,3613.5641,*,control,NA,18147,Disamis,0,0,0,0
8_46,8,M2-bal,46,0,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,*,*,*,*,*,*,*,0.4,4410.8,*,control,NA,15331,Dimatis,0,1,0,0
8_47,8,M2-bal,47,1,suit,Homonymy,Disamis,2,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,*,*,A,C,100,*,0.5714285714,0.075,5412.1,*,control,NA,16032,Disamis,0,0,0,0
8_48,8,M2-bal,48,1,dolls,Valid Filler,Darii,2,All dolls are man made,Some toys are dolls ,Some toys are man made,*,*,*,*,*,*,*,1,3066.525,*,control,NA,7798,Darii,1,1,0,0
8_49,8,M2-bal,49,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,*,*,*,*,*,*,*,1,4285.51282,*,control,NA,7466,Dimatis,1,1,0,0
8_50,8,M2-bal,50,0,wave,Homonymy,Dimatis,2,Some gestures are waves,Some waves are ripples,Some ripples are gestures,*,*,A,C,100,*,0.4285714286,0.25641026,6582.48718,*,control,NA,13830,Dimatis,0,1,0,0
8_51,8,M2-bal,51,0,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,*,*,*,*,*,*,*,0.25,6885.35,*,control,NA,14334,Darii,0,1,0,0
8_52,8,M2-bal,52,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,*,*,*,*,*,*,*,1,3059.8,*,control,NA,7081,Disamis,1,1,0,0
8_53,8,M2-bal,53,1,book,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,*,book-type,C,A,64.5,info,0.5714285714,0.12820513,4958.76923,*,control,NA,11348,Dimatis,0,0,0,0
8_54,8,M2-bal,54,1,rock,Homonymy,Datisi,2,All rock has guitars,Some rock is marble,Some marble has guitars,*,*,A,C,100,*,0.8571428571,0.05,3983.6,*,control,NA,8716,Datisi,0,0,0,0
8_55,8,M2-bal,55,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,*,*,*,*,*,*,*,0.975,3767.925,*,control,NA,7730,Darii,1,1,0,0
8_56,8,M2-bal,56,0,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,*,*,*,*,*,*,*,0.25,3557.725,*,control,NA,8999,Darii,0,1,0,0
9_1,9,M2-bal,1,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,*,*,*,*,*,*,*,0.975,3928.975,*,control,NA,9736,Datisi,1,1,0,0
9_2,9,M2-bal,2,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,*,*,*,*,*,*,*,1,2726.325,*,control,NA,6051,Dimatis,1,1,0,0
9_3,9,M2-bal,3,0,ruler,Homonymy,Disamis,1,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,*,*,*,*,80,*,0.8571428571,0.125,5032.65,*,control,NA,7576,Disamis,0,1,0,0
9_4,9,M2-bal,4,1,magazines,Polysemy,Disamis,1,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,*,book-type,C,A,68.9,info,0.2857142857,0.12820513,3613.5641,*,control,NA,8084,Disamis,0,0,0,0
9_5,9,M2-bal,5,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,*,*,*,*,*,*,*,0.65,5066.6,*,control,NA,7976,Darii,0,0,0,0
9_6,9,M2-bal,6,1,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,*,*,*,*,*,*,*,0.225,5599.825,*,control,NA,8281,Dimatis,0,0,0,0
9_7,9,M2-bal,7,1,dinner,Polysemy,Disamis,1,Some dinners are black tie,All dinners are foods,Some foods are black tie,*,lunch-type,A,C,90,event,0.5714285714,0.225,3571.775,*,control,NA,4642,Disamis,0,0,0,0
9_8,9,M2-bal,8,1,school,Polysemy,Disamis,1,Some schools are rectangular,All schools are employers,Some employers are rectangular,*,city-type,C,A,45.1,inst,0.5714285714,0.1,2856.95,*,control,NA,5963,Disamis,0,0,0,0
9_9,9,M2-bal,9,1,star,Homonymy,Datisi,1,All stars are famous ,Some stars are red dwarfs,Some red dwarfs are famous,*,*,*,*,100,*,0,0.375,3338.975,*,control,NA,4767,Datisi,0,0,0,0
9_10,9,M2-bal,10,0,picnic,Polysemy,Datisi,1,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,*,lunch-type,A,C,59.2,event,0.5714285714,0.425,4573.125,*,control,NA,12641,Datisi,0,1,0,0
9_11,9,M2-bal,11,1,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,*,*,*,*,*,*,*,0.25,3557.725,*,control,NA,5109,Darii,0,0,0,0
9_12,9,M2-bal,12,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,*,*,*,*,*,*,*,1,3066.525,*,control,NA,3486,Darii,1,1,0,0
9_13,9,M2-bal,13,1,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,*,*,*,*,*,*,*,0.4,5086.4,*,control,NA,3772,Datisi,0,0,0,0
9_14,9,M2-bal,14,1,match,Homonymy,Disamis,1,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,*,*,A,C,80,*,0,0.85,5008.1,*,control,NA,40280,Disamis,0,0,0,0
9_15,9,M2-bal,15,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,*,*,*,*,*,*,*,1,3671.55,*,control,NA,4554,Dimatis,1,1,0,0
9_16,9,M2-bal,16,1,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,*,*,*,*,*,*,*,0,4538.9,*,control,NA,4153,Disamis,0,0,0,0
9_17,9,M2-bal,17,1,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,*,*,*,*,*,*,*,0.4,4410.8,*,control,NA,4179,Dimatis,0,0,0,0
9_18,9,M2-bal,18,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,*,*,*,*,*,*,*,0.925,4389.725,*,control,NA,3856,Disamis,1,1,0,0
9_19,9,M2-bal,19,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,*,*,*,*,*,*,*,0.675,4349.025,*,control,NA,4733,Datisi,1,1,0,0
9_20,9,M2-bal,20,1,novel,Polysemy,Darii,1,All novels are flammable,Some debuts are novels,Some debuts are flammable,*,book-type,C,A,96.7,info,1,0.15,6119.3,*,control,NA,7879,Darii,0,0,0,0
9_21,9,M2-bal,21,1,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,*,*,*,*,*,*,*,0.425,8075.125,*,control,NA,4784,Dimatis,0,0,0,0
9_22,9,M2-bal,22,1,suit,Homonymy,Disamis,1,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,*,*,A,C,100,*,0.5714285714,0.075,5412.1,*,control,NA,3874,Disamis,0,0,0,0
9_23,9,M2-bal,23,1,ball,Homonymy,Dimatis,1,Some parties are balls,All balls are toys,Some toys are parties,*,*,A,C,100,*,0.7142857143,0.175,4203.925,*,control,NA,3766,Dimatis,0,0,0,0
9_24,9,M2-bal,24,1,bat,Homonymy,Darii,1,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,*,*,*,*,80,*,0.2857142857,0.4,5008,*,control,NA,3594,Darii,0,0,0,0
9_25,9,M2-bal,25,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NA,3971,Disamis,1,1,0,0
9_26,9,M2-bal,26,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,*,*,*,*,*,*,*,1,4771.725,*,control,NA,4300,Disamis,1,1,0,0
9_27,9,M2-bal,27,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,*,*,*,*,*,*,*,1,3091.05,*,control,NA,5811,Datisi,1,1,0,0
9_28,9,M2-bal,28,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,*,*,*,*,*,*,*,1,3059.8,*,control,NA,3474,Disamis,1,1,0,0
9_29,9,M2-bal,29,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,*,*,*,*,*,*,*,0.95,3292.475,*,control,NA,3683,Darii,1,1,0,0
9_30,9,M2-bal,30,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,*,*,*,*,*,*,*,0.975,3767.925,*,control,NA,4358,Darii,1,1,0,0
9_31,9,M2-bal,31,1,rock,Homonymy,Datisi,1,All rock has guitars,Some rock is marble,Some marble has guitars,*,*,A,C,100,*,0.8571428571,0.05,3983.6,*,control,NA,4407,Datisi,0,0,0,0
9_32,9,M2-bal,32,1,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,*,*,*,*,*,*,*,0.17948718,4940.5641,*,control,NA,4265,Datisi,0,0,0,0
9_33,9,M2-bal,33,1,cabinet,Homonymy,Datisi,1,All cabinets are political appointments,Some cabinets are antique furniture,Some antique furniture are political appointments,*,*,A,C,100,*,0.8571428571,0.025,4910.75,*,control,NA,17962,Datisi,0,0,0,0
9_34,9,M2-bal,34,1,ring,Homonymy,Darii,1,All rings are sounds,Some accessories are rings,Some accessories are sounds,*,*,A,C,100,*,0.7142857143,0.275,3957.775,*,control,NA,4573,Darii,0,0,0,0
9_35,9,M2-bal,35,1,lunch,Polysemy,Dimatis,1,Some breaks are lunches,All lunches are entrées,Some entrées are breaks,*,lunch-type,A,C,96.6,event,0.7142857143,0.125,5002.3,*,control,NA,3316,Dimatis,0,0,0,0
9_36,9,M2-bal,36,1,wave,Homonymy,Dimatis,1,Some gestures are waves,Some waves are ripples,Some ripples are gestures,*,*,A,C,100,*,0.4285714286,0.25641026,6582.48718,*,control,NA,4389,Dimatis,0,0,0,0
9_37,9,M2-bal,37,1,book,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,*,book-type,C,A,64.5,info,0.5714285714,0.12820513,4958.76923,*,control,NA,3358,Dimatis,0,0,0,0
9_38,9,M2-bal,38,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,*,*,*,*,*,*,*,1,4285.51282,*,control,NA,3821,Dimatis,1,1,0,0
9_39,9,M2-bal,39,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,*,*,*,*,*,*,*,0.225,5186.55,*,control,NA,4144,Disamis,0,0,0,0
9_40,9,M2-bal,40,1,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,*,*,*,*,*,*,*,0.175,6414.3,*,control,NA,3698,Darii,0,0,0,0
9_41,9,M2-bal,41,1,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NA,2903,Datisi,0,0,0,0
9_42,9,M2-bal,42,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,*,*,*,*,*,*,*,0.375,5804.4,*,control,NA,2877,Disamis,0,0,0,0
9_43,9,M2-bal,43,1,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,*,*,*,*,*,*,*,0.25,6885.35,*,control,NA,3200,Darii,0,0,0,0
9_44,9,M2-bal,44,1,college,Polysemy,Darii,1,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,*,city-type,A,C,56.6,inst,0.2857142857,0.575,5629.95,*,control,NA,6557,Darii,0,0,0,0
9_45,9,M2-bal,45,1,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,*,*,*,*,*,*,*,0.225,5122.475,*,control,NA,12965,Disamis,0,0,0,0
9_46,9,M2-bal,46,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,*,*,*,*,*,*,*,0.925,4672.55,*,control,NA,3549,Darii,1,1,0,0
9_47,9,M2-bal,47,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,*,*,*,*,*,*,*,0.9,3392.275,*,control,NA,4280,Datisi,1,1,0,0
9_48,9,M2-bal,48,1,breakfast,Polysemy,Darii,1,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,*,lunch-type,A,C,87.1,event,0.7142857143,0.525,5068.825,*,control,NA,8858,Darii,0,0,0,0
9_49,9,M2-bal,49,1,company,Polysemy,Dimatis,1,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,*,city-type,C,A,83.8,inst,0.7142857143,0.25,4713.05,*,control,NA,3782,Dimatis,0,0,0,0
9_50,9,M2-bal,50,1,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,*,*,*,*,*,*,*,0.4,4720.6,*,control,NA,3681,Datisi,0,0,0,0
9_51,9,M2-bal,51,1,board,Homonymy,Dimatis,1,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,*,*,A,C,80,*,1,0.1,5379.9,*,control,NA,3051,Dimatis,0,0,0,0
9_52,9,M2-bal,52,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,*,*,*,*,*,*,*,0.975,4508.475,*,control,NA,3382,Dimatis,1,1,0,0
9_53,9,M2-bal,53,1,letter,Polysemy,Datisi,1,All letters have stamps,Some letters are rejections,Some rejections have stamps,*,book-type,C,A,78.5,info,0,0.7,4504.25,*,control,NA,3451,Datisi,0,0,0,0
9_54,9,M2-bal,54,1,city,Polysemy,Datisi,1,All cities are bureaucracies,Some cities are graffitied ,Some bureaucracies are graffitied,*,city-type,A,C,67.7,inst,0.2857142857,0.375,4022.55,*,control,NA,3437,Datisi,0,0,0,0
9_55,9,M2-bal,55,1,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NA,20443,Dimatis,0,0,0,0
9_56,9,M2-bal,56,1,change,Homonymy,Darii,1,All change is money,Some surprises are change,Some surprises are money,*,*,C,A,60,*,0,1,4466.87179,*,control,NA,8286,Darii,0,0,0,0
10_1,10,M2-bal,1,0,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,*,*,*,*,*,*,*,0.1,5963.025,*,control,NA,6694,Dimatis,0,1,0,0
10_2,10,M2-bal,2,1,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,*,*,*,*,*,*,*,0.8,6880.1,*,control,NA,5809,Disamis,1,1,0,0
10_3,10,M2-bal,3,0,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,*,*,*,*,*,*,*,0.175,2931.35,*,control,NA,6965,Datisi,0,1,0,0
10_4,10,M2-bal,4,0,city,Polysemy,Datisi,2,All cities are bureaucracies,Some cities are graffitied ,Some bureaucracies are graffitied,*,city-type,A,C,67.7,inst,0.2857142857,0.375,4022.55,*,control,NA,7460,Datisi,0,1,0,0
10_5,10,M2-bal,5,1,novel,Polysemy,Darii,2,All novels are flammable,Some debuts are novels,Some debuts are flammable,*,book-type,C,A,96.7,info,1,0.15,6119.3,*,control,NA,6640,Darii,0,0,0,0
10_6,10,M2-bal,6,0,college,Polysemy,Darii,2,All colleges grant degrees,Some colleges are historic buildings,Some historic buildings grant degrees,*,city-type,A,C,56.6,inst,0.2857142857,0.575,5629.95,*,control,NA,7429,Darii,0,1,0,0
10_7,10,M2-bal,7,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,*,*,*,*,*,*,*,1,3671.55,*,control,NA,7072,Dimatis,1,1,0,0
10_8,10,M2-bal,8,0,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,*,*,*,*,*,*,*,0.65,5066.6,*,control,NA,8366,Darii,0,1,0,0
10_9,10,M2-bal,9,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,*,*,*,*,*,*,*,0.225,5599.825,*,control,NA,6669,Dimatis,0,1,0,0
10_10,10,M2-bal,10,0,company,Polysemy,Dimatis,2,Some storefronts are companies,All companies are hierarchies,Some hierarchies are storefronts,*,city-type,C,A,83.8,inst,0.7142857143,0.25,4713.05,*,control,NA,6631,Dimatis,0,1,0,0
10_11,10,M2-bal,11,0,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,*,*,*,*,*,*,*,0.225,5122.475,*,control,NA,6373,Disamis,0,1,0,0
10_12,10,M2-bal,12,1,picnic,Polysemy,Datisi,2,All picnics happen in nature,Some picnics are salads,Some salads happen in nature,*,lunch-type,A,C,59.2,event,0.5714285714,0.425,4573.125,*,control,NA,9302,Datisi,0,0,0,0
10_13,10,M2-bal,13,0,ruler,Homonymy,Disamis,2,Some rulers are kings,All rulers are standard lengths,Some standard lengths are kings,*,*,*,*,80,*,0.8571428571,0.125,5032.65,*,control,NA,12669,Disamis,0,1,0,0
10_14,10,M2-bal,14,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,*,*,*,*,*,*,*,0.975,4508.475,*,control,NA,7222,Dimatis,1,1,0,0
10_15,10,M2-bal,15,0,bat,Homonymy,Darii,2,All bats share a common ancestor,Some sporting goods are bats,Some sporting goods share a common ancestor,*,*,*,*,80,*,0.2857142857,0.4,5008,*,control,NA,6129,Darii,0,1,0,0
10_16,10,M2-bal,16,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,*,*,*,*,*,*,*,0.925,4389.725,*,control,NA,6975,Disamis,1,1,0,0
10_17,10,M2-bal,17,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,*,*,*,*,*,*,*,1,3091.05,*,control,NA,6766,Datisi,1,1,0,0
10_18,10,M2-bal,18,0,stones,Invalid Filler,Datisi*,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,*,*,*,*,*,*,*,0.17948718,4940.5641,*,control,NA,7332,Datisi,0,1,0,0
10_19,10,M2-bal,19,0,school,Polysemy,Disamis,2,Some schools are rectangular,All schools are employers,Some employers are rectangular,*,city-type,C,A,45.1,inst,0.5714285714,0.1,2856.95,*,control,NA,8292,Disamis,0,1,0,0
10_20,10,M2-bal,20,1,breakfast,Polysemy,Darii,2,All breakfasts are under three hours,Some smoothies are breakfasts,Some smoothies are under three hours,*,lunch-type,A,C,87.1,event,0.7142857143,0.525,5068.825,*,control,NA,9521,Darii,0,0,0,0
10_21,10,M2-bal,21,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,*,*,*,*,*,*,*,1,4771.725,*,control,NA,6868,Disamis,1,1,0,0
10_22,10,M2-bal,22,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,*,*,*,*,*,*,*,0.9,3392.275,*,control,NA,7544,Datisi,1,1,0,0
10_23,10,M2-bal,23,0,ball,Homonymy,Dimatis,2,Some parties are balls,All balls are toys,Some toys are parties,*,*,A,C,100,*,0.7142857143,0.175,4203.925,*,control,NA,7210,Dimatis,0,1,0,0
10_24,10,M2-bal,24,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,*,*,*,*,*,*,*,0.925,4672.55,*,control,NA,6183,Darii,1,1,0,0
10_25,10,M2-bal,25,0,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,*,*,*,*,*,*,*,0.175,6414.3,*,control,NA,6567,Darii,0,1,0,0
10_26,10,M2-bal,26,1,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,*,*,*,*,*,*,*,0.975,3928.975,*,control,NA,6905,Datisi,1,1,0,0
10_27,10,M2-bal,27,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,*,*,*,*,*,*,*,1,2726.325,*,control,NA,7924,Dimatis,1,1,0,0
10_28,10,M2-bal,28,0,lunch,Polysemy,Dimatis,2,Some breaks are lunches,All lunches are entrées,Some entrées are breaks,*,lunch-type,A,C,96.6,event,0.7142857143,0.125,5002.3,*,control,NA,7858,Dimatis,0,1,0,0
10_29,10,M2-bal,29,0,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,*,*,*,*,*,*,*,0,4538.9,*,control,NA,6657,Disamis,0,1,0,0
10_30,10,M2-bal,30,0,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,*,*,*,*,*,*,*,0.375,5804.4,*,control,NA,6646,Disamis,0,1,0,0
10_31,10,M2-bal,31,0,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,*,*,*,*,*,*,*,0.425,8075.125,*,control,NA,5972,Dimatis,0,1,0,0
10_32,10,M2-bal,32,0,board,Homonymy,Dimatis,2,Some governing organizations are boards,All boards are wooden planks,Some wooden planks are governing organizations,*,*,A,C,80,*,1,0.1,5379.9,*,control,NA,7405,Dimatis,0,1,0,0
10_33,10,M2-bal,33,1,ponies,Valid Filler,Datisi,2,All ponies neigh,Some ponies are colts,Some colts neigh,*,*,*,*,*,*,*,0.675,4349.025,*,control,NA,6400,Datisi,1,1,0,0
10_34,10,M2-bal,34,1,change,Homonymy,Darii,2,All change is money,Some surprises are change,Some surprises are money,*,*,C,A,60,*,0,1,4466.87179,*,control,NA,7475,Darii,0,0,0,0
10_35,10,M2-bal,35,0,cabinet,Homonymy,Datisi,2,All cabinets are political appointments,Some cabinets are antique furniture,Some antique furniture are political appointments,*,*,A,C,100,*,0.8571428571,0.025,4910.75,*,control,NA,7510,Datisi,0,1,0,0
10_36,10,M2-bal,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,*,*,*,*,*,*,*,0.95,3292.475,*,control,NA,6519,Darii,1,1,0,0
10_37,10,M2-bal,37,0,dinner,Polysemy,Disamis,2,Some dinners are black tie,All dinners are foods,Some foods are black tie,*,lunch-type,A,C,90,event,0.5714285714,0.225,3571.775,*,control,NA,7418,Disamis,0,1,0,0
10_38,10,M2-bal,38,0,match,Homonymy,Disamis,2,Some matches are shown on TV,All matches are fire starters,Some fire starters are shown on TV,*,*,A,C,80,*,0,0.85,5008.1,*,control,NA,7990,Disamis,0,1,0,0
10_39,10,M2-bal,39,0,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,*,*,*,*,*,*,*,0.4,5086.4,*,control,NA,7364,Datisi,0,1,0,0
10_40,10,M2-bal,40,0,star,Homonymy,Datisi,2,All stars are famous ,Some stars are red dwarfs,Some red dwarfs are famous,*,*,*,*,100,*,0,0.375,3338.975,*,control,NA,6660,Datisi,0,1,0,0
10_41,10,M2-bal,41,1,letter,Polysemy,Datisi,2,All letters have stamps,Some letters are rejections,Some rejections have stamps,*,book-type,C,A,78.5,info,0,0.7,4504.25,*,control,NA,7437,Datisi,0,0,0,0
10_42,10,M2-bal,42,0,actors,Invalid Filler,Datisi*,2,All male leads are actors,Some actors are women,Some women are male leads,*,*,*,*,*,*,*,0.4,4720.6,*,control,NA,6062,Datisi,0,1,0,0
10_43,10,M2-bal,43,0,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,*,*,*,*,*,*,*,0.225,5186.55,*,control,NA,6434,Disamis,0,1,0,0
10_44,10,M2-bal,44,0,ring,Homonymy,Darii,2,All rings are sounds,Some accessories are rings,Some accessories are sounds,*,*,A,C,100,*,0.7142857143,0.275,3957.775,*,control,NA,6247,Darii,0,1,0,0
10_45,10,M2-bal,45,1,magazines,Polysemy,Disamis,2,Some magazines are coffee-stained,All magazines are subscriptions,Some subscriptions are coffee-stained,*,book-type,C,A,68.9,info,0.2857142857,0.12820513,3613.5641,*,control,NA,6589,Disamis,0,0,0,0
10_46,10,M2-bal,46,0,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,*,*,*,*,*,*,*,0.4,4410.8,*,control,NA,6281,Dimatis,0,1,0,0
10_47,10,M2-bal,47,0,suit,Homonymy,Disamis,2,Some suits have multiple defendants,All suits are dress attire,Some dress attire has multiple defendants,*,*,A,C,100,*,0.5714285714,0.075,5412.1,*,control,NA,6975,Disamis,0,1,0,0
10_48,10,M2-bal,48,1,dolls,Valid Filler,Darii,2,All dolls are man made,Some toys are dolls ,Some toys are man made,*,*,*,*,*,*,*,1,3066.525,*,control,NA,5912,Darii,1,1,0,0
10_49,10,M2-bal,49,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,*,*,*,*,*,*,*,1,4285.51282,*,control,NA,6381,Dimatis,1,1,0,0
10_50,10,M2-bal,50,0,wave,Homonymy,Dimatis,2,Some gestures are waves,Some waves are ripples,Some ripples are gestures,*,*,A,C,100,*,0.4285714286,0.25641026,6582.48718,*,control,NA,6756,Dimatis,0,1,0,0
